	I-KO-1	I-KO-2	I-KO-3	I-KO-4	I-KO-BAC	I-WT-1	I-WT-2	I-WT-3	I-WT-4	I-WT-BAC	II-KO-1	II-KO-2	II-KO-3	II-KO-BAC	II-KO-IL17-1	II-KO-IL17-2	II-KO-IL17-3	II-KO-IL17-4	II-KO-IL17-5	II-KO-IL17-6	II-WT-1	II-WT-2	II-WT-3	II-WT-BAC	IIIA-KO-1	IIIA-KO-2	IIIA-KO-3	IIIA-KO-BAC	IIIA-WT-1	IIIA-WT-2	IIIA-WT-3	IIIA-WT-BAC	IIIB-KO-1	IIIB-KO-2	IIIB-KO-3	IIIB-KO-4	IIIB-KO-BAC	IIIB-WT-1	IIIB-WT-2	IIIB-WT-3	IIIB-WT-BAC
II-WT-1	1.0	1.0	0.99748322147651	1.0	0.87248322147651	0.9991610738255033	1.0	0.9907718120805369	0.9907718120805369	0.9421140939597316	0.8682885906040269	0.7634228187919463	0.9052013422818792	0.9077181208053692	0.665268456375839	0.4983221476510067	0.6644295302013423	0.5931208053691275	0.48573825503355705	0.6568791946308725	0.0	0.6946308724832215	0.7197986577181208	0.8783557046979866	0.8682885906040269	0.7332214765100671	0.9656040268456376	0.8859060402684564	0.8766778523489933	0.7718120805369127	0.8808724832214765	0.8875838926174496	0.9714765100671141	0.9580536912751678	0.9790268456375839	0.985738255033557	0.8842281879194631	0.9874161073825504	0.9546979865771812	0.9731543624161074	0.9203020134228188
II-WT-2	1.0	1.0	0.99748322147651	1.0	0.8213087248322147	1.0	1.0	0.785234899328859	0.9723154362416108	0.8791946308724832	0.5771812080536913	0.3028523489932886	0.7273489932885906	0.8171140939597316	0.790268456375839	0.8087248322147651	0.5813758389261745	0.74748322147651	0.8280201342281879	0.9010067114093959	0.6946308724832215	0.0	0.535234899328859	0.75251677852349	0.7189597315436241	0.8087248322147651	0.8733221476510067	0.8305369127516778	0.802013422818792	0.910234899328859	0.8053691275167785	0.7600671140939598	0.8984899328859061	0.9144295302013423	0.8783557046979866	0.8884228187919463	0.7835570469798657	0.9026845637583892	0.9026845637583892	0.9337248322147651	0.860738255033557
II-WT-3	1.0	1.0	0.99748322147651	1.0	0.8028523489932886	1.0	1.0	0.9454697986577181	0.9723154362416108	0.8598993288590604	0.62751677852349	0.6090604026845637	0.7466442953020134	0.7961409395973155	0.8070469798657718	0.714765100671141	0.7768456375838926	0.6208053691275168	0.7583892617449665	0.8053691275167785	0.7197986577181208	0.535234899328859	0.0	0.7441275167785235	0.7969798657718121	0.7458053691275168	0.9194630872483222	0.8112416107382551	0.6803691275167785	0.7575503355704698	0.6904362416107382	0.7390939597315436	0.8942953020134228	0.9035234899328859	0.8087248322147651	0.8691275167785235	0.7432885906040269	0.8968120805369127	0.889261744966443	0.9194630872483222	0.8464765100671141
II-WT-BAC	1.0	1.0	0.9991610738255033	1.0	0.5260067114093959	0.9991610738255033	1.0	1.0	1.0	0.6895973154362416	0.8968120805369127	0.8196308724832215	0.9211409395973155	0.4446308724832215	0.9555369127516778	0.9010067114093959	0.9161073825503355	0.7432885906040269	0.886744966442953	0.9546979865771812	0.8783557046979866	0.75251677852349	0.7441275167785235	0.0	0.9580536912751678	0.8984899328859061	1.0	0.3414429530201342	0.8414429530201343	0.9286912751677853	0.8171140939597316	0.20385906040268456	0.9337248322147651	0.9387583892617449	0.9043624161073825	0.9421140939597316	0.42701342281879195	0.9312080536912751	0.9161073825503355	0.9471476510067114	0.4513422818791946
IIIA-KO-1	1.0	1.0	0.9991610738255033	1.0	0.9177852348993288	0.9681208053691275	0.9991610738255033	0.8171140939597316	0.9689597315436241	0.8976510067114094	0.572986577181208	0.6929530201342282	0.6610738255033557	0.9286912751677853	0.6082214765100671	0.7399328859060402	0.6560402684563759	0.6736577181208053	0.636744966442953	0.5201342281879194	0.8682885906040269	0.7189597315436241	0.7969798657718121	0.9580536912751678	0.0	0.6350671140939598	0.375	0.9488255033557047	0.4899328859060403	0.36073825503355705	0.6753355704697986	0.9555369127516778	0.8783557046979866	0.8364093959731543	0.9387583892617449	0.5528523489932886	0.8263422818791947	0.5310402684563759	0.9135906040268457	0.8238255033557047	0.9538590604026845
IIIA-KO-2	1.0	1.0	0.9991610738255033	1.0	0.8624161073825504	0.9672818791946308	0.9991610738255033	0.9370805369127517	0.9689597315436241	0.9161073825503355	0.8003355704697986	0.8380872483221476	0.8364093959731543	0.9001677852348994	0.6426174496644296	0.6552013422818792	0.6661073825503355	0.6333892617449665	0.5973154362416108	0.6291946308724832	0.7332214765100671	0.8087248322147651	0.7458053691275168	0.8984899328859061	0.6350671140939598	0.0	0.8120805369127517	0.8917785234899329	0.5679530201342282	0.6703020134228188	0.49580536912751677	0.8901006711409396	0.8431208053691275	0.8263422818791947	0.8414429530201343	0.802013422818792	0.8380872483221476	0.8523489932885906	0.7416107382550335	0.8783557046979866	0.9068791946308725
IIIA-KO-3	1.0	1.0	1.0	1.0	0.9890939597315436	0.9681208053691275	0.9991610738255033	0.8993288590604027	0.9689597315436241	0.9966442953020134	0.8733221476510067	0.875	0.8984899328859061	1.0	0.7248322147651006	0.8699664429530202	0.7709731543624161	0.8154362416107382	0.7911073825503355	0.6459731543624161	0.9656040268456376	0.8733221476510067	0.9194630872483222	1.0	0.375	0.8120805369127517	0.0	1.0	0.5679530201342282	0.4395973154362416	0.7273489932885906	0.9991610738255033	0.8875838926174496	0.8800335570469798	0.9739932885906041	0.6300335570469798	0.9991610738255033	0.5964765100671141	0.950503355704698	0.8422818791946308	0.9991610738255033
IIIA-KO-BAC	1.0	1.0	0.9991610738255033	1.0	0.46812080536912754	0.9991610738255033	1.0	1.0	1.0	0.5838926174496645	0.8993288590604027	0.8598993288590604	0.9161073825503355	0.3053691275167785	0.9412751677852349	0.9211409395973155	0.9228187919463087	0.7600671140939598	0.8649328859060402	0.9412751677852349	0.8859060402684564	0.8305369127516778	0.8112416107382551	0.3414429530201342	0.9488255033557047	0.8917785234899329	1.0	0.0	0.8934563758389261	0.9295302013422819	0.875	0.30956375838926176	0.9253355704697986	0.9261744966442953	0.8959731543624161	0.9379194630872483	0.41023489932885904	0.9043624161073825	0.8942953020134228	0.9446308724832215	0.36661073825503354
IIIA-WT-1	1.0	1.0	0.99748322147651	1.0	0.8783557046979866	0.9681208053691275	0.9991610738255033	1.0	0.9966442953020134	0.9119127516778524	0.8968120805369127	0.8447986577181208	0.9521812080536913	0.8817114093959731	0.665268456375839	0.6879194630872483	0.6719798657718121	0.6266778523489933	0.7231543624161074	0.5662751677852349	0.8766778523489933	0.802013422818792	0.6803691275167785	0.8414429530201343	0.4899328859060403	0.5679530201342282	0.5679530201342282	0.8934563758389261	0.0	0.42701342281879195	0.2709731543624161	0.837248322147651	0.8338926174496645	0.8238255033557047	0.8213087248322147	0.6199664429530202	0.8657718120805369	0.5629194630872483	0.7567114093959731	0.8213087248322147	0.9236577181208053
IIIA-WT-2	1.0	1.0	0.9991610738255033	1.0	0.8808724832214765	0.9681208053691275	0.9991610738255033	1.0	0.9966442953020134	0.9177852348993288	0.8313758389261745	0.9437919463087249	0.8993288590604027	0.9194630872483222	0.5687919463087249	0.6417785234899329	0.6493288590604027	0.5201342281879194	0.5436241610738255	0.4312080536912752	0.7718120805369127	0.910234899328859	0.7575503355704698	0.9286912751677853	0.36073825503355705	0.6703020134228188	0.4395973154362416	0.9295302013422819	0.42701342281879195	0.0	0.572986577181208	0.927013422818792	0.8917785234899329	0.8640939597315436	0.8926174496644296	0.613255033557047	0.8557046979865772	0.5587248322147651	0.9362416107382551	0.8296979865771812	0.9454697986577181
IIIA-WT-3	1.0	1.0	0.9991610738255033	1.0	0.8615771812080537	0.9681208053691275	0.9991610738255033	1.0	0.9966442953020134	0.9186241610738255	0.8926174496644296	0.8691275167785235	0.9614093959731543	0.8766778523489933	0.7156040268456376	0.738255033557047	0.709731543624161	0.6174496644295302	0.712248322147651	0.6535234899328859	0.8808724832214765	0.8053691275167785	0.6904362416107382	0.8171140939597316	0.6753355704697986	0.49580536912751677	0.7273489932885906	0.875	0.2709731543624161	0.572986577181208	0.0	0.8204697986577181	0.8179530201342282	0.8145973154362416	0.7927852348993288	0.6820469798657718	0.8615771812080537	0.6929530201342282	0.738255033557047	0.8028523489932886	0.8976510067114094
IIIA-WT-BAC	1.0	1.0	0.9991610738255033	1.0	0.4974832214765101	0.9991610738255033	1.0	1.0	1.0	0.665268456375839	0.8766778523489933	0.8053691275167785	0.9169463087248322	0.40939597315436244	0.9538590604026845	0.8926174496644296	0.924496644295302	0.7348993288590604	0.8766778523489933	0.9530201342281879	0.8875838926174496	0.7600671140939598	0.7390939597315436	0.20385906040268456	0.9555369127516778	0.8901006711409396	0.9991610738255033	0.30956375838926176	0.837248322147651	0.927013422818792	0.8204697986577181	0.0	0.9228187919463087	0.9236577181208053	0.8859060402684564	0.9404362416107382	0.43791946308724833	0.910234899328859	0.8968120805369127	0.9454697986577181	0.48825503355704697
IIIB-KO-1	1.0	1.0	1.0	1.0	0.9144295302013423	0.9681208053691275	0.9991610738255033	0.99748322147651	0.9941275167785235	0.9404362416107382	0.8942953020134228	0.9018456375838926	0.9093959731543624	0.924496644295302	0.8766778523489933	0.8884228187919463	0.8766778523489933	0.8179530201342282	0.8179530201342282	0.87248322147651	0.9714765100671141	0.8984899328859061	0.8942953020134228	0.9337248322147651	0.8783557046979866	0.8431208053691275	0.8875838926174496	0.9253355704697986	0.8338926174496645	0.8917785234899329	0.8179530201342282	0.9228187919463087	0.0	0.28104026845637586	0.473993288590604	0.5964765100671141	0.9228187919463087	0.552013422818792	0.3221476510067114	0.22902684563758388	0.9345637583892618
IIIB-KO-2	1.0	1.0	1.0	1.0	0.9169463087248322	0.9681208053691275	0.9991610738255033	1.0	0.9966442953020134	0.9337248322147651	0.9035234899328859	0.9035234899328859	0.9228187919463087	0.9253355704697986	0.8657718120805369	0.8758389261744967	0.8682885906040269	0.7961409395973155	0.7709731543624161	0.8582214765100671	0.9580536912751678	0.9144295302013423	0.9035234899328859	0.9387583892617449	0.8364093959731543	0.8263422818791947	0.8800335570469798	0.9261744966442953	0.8238255033557047	0.8640939597315436	0.8145973154362416	0.9236577181208053	0.28104026845637586	0.0	0.4874161073825503	0.6182885906040269	0.915268456375839	0.5343959731543624	0.34312080536912754	0.311241610738255	0.9404362416107382
IIIB-KO-3	1.0	1.0	0.9991610738255033	1.0	0.8766778523489933	0.9790268456375839	0.9991610738255033	1.0	0.9966442953020134	0.9161073825503355	0.822986577181208	0.875	0.9068791946308725	0.8875838926174496	0.9496644295302014	0.9110738255033557	0.9471476510067114	0.8330536912751678	0.8649328859060402	0.9010067114093959	0.9790268456375839	0.8783557046979866	0.8087248322147651	0.9043624161073825	0.9387583892617449	0.8414429530201343	0.9739932885906041	0.8959731543624161	0.8213087248322147	0.8926174496644296	0.7927852348993288	0.8859060402684564	0.473993288590604	0.4874161073825503	0.0	0.7156040268456376	0.8657718120805369	0.5058724832214765	0.3464765100671141	0.540268456375839	0.9211409395973155
IIIB-KO-4	1.0	1.0	1.0	1.0	0.915268456375839	0.9681208053691275	0.9991610738255033	0.962248322147651	0.9689597315436241	0.8959731543624161	0.8565436241610739	0.8942953020134228	0.8657718120805369	0.9295302013422819	0.7248322147651006	0.8573825503355704	0.7709731543624161	0.7651006711409396	0.7508389261744967	0.6644295302013423	0.985738255033557	0.8884228187919463	0.8691275167785235	0.9421140939597316	0.5528523489932886	0.802013422818792	0.6300335570469798	0.9379194630872483	0.6199664429530202	0.613255033557047	0.6820469798657718	0.9404362416107382	0.5964765100671141	0.6182885906040269	0.7156040268456376	0.0	0.8817114093959731	0.4748322147651007	0.6845637583892618	0.5469798657718121	0.9412751677852349
IIIB-KO-BAC	1.0	0.9991610738255033	0.9983221476510067	1.0	0.5511744966442953	0.9991610738255033	1.0	1.0	0.9991610738255033	0.6669463087248322	0.7609060402684564	0.7986577181208053	0.7810402684563759	0.4488255033557047	0.8909395973154363	0.87248322147651	0.8624161073825504	0.7021812080536913	0.8246644295302014	0.8875838926174496	0.8842281879194631	0.7835570469798657	0.7432885906040269	0.42701342281879195	0.8263422818791947	0.8380872483221476	0.9991610738255033	0.41023489932885904	0.8657718120805369	0.8557046979865772	0.8615771812080537	0.43791946308724833	0.9228187919463087	0.915268456375839	0.8657718120805369	0.8817114093959731	0.0	0.875	0.889261744966443	0.9286912751677853	0.3691275167785235
IIIB-WT-1	1.0	1.0	0.9991610738255033	1.0	0.8808724832214765	0.9681208053691275	0.9991610738255033	0.9949664429530202	0.9916107382550335	0.8993288590604027	0.8414429530201343	0.863255033557047	0.8565436241610739	0.8976510067114094	0.6736577181208053	0.8120805369127517	0.7172818791946308	0.7021812080536913	0.6996644295302014	0.5956375838926175	0.9874161073825504	0.9026845637583892	0.8968120805369127	0.9312080536912751	0.5310402684563759	0.8523489932885906	0.5964765100671141	0.9043624161073825	0.5629194630872483	0.5587248322147651	0.6929530201342282	0.910234899328859	0.552013422818792	0.5343959731543624	0.5058724832214765	0.4748322147651007	0.875	0.0	0.5192953020134228	0.5293624161073825	0.9253355704697986
